Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,Employment Status,Health Status (Employment-Based),Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
ET47892,Oregon,12280.77,Yes,Premium,College,01-01-11,Employed,Healthy,M,88340,Suburban,Married,102,16,1,0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,Two-Door Car,Midsize
GB94407,California,12280.77,Yes,Premium,College,01-01-11,Employed,Healthy,M,88340,Suburban,Married,102,16,1,0,2,Corporate Auto,Corporate L2,Offer1,Branch,489.6,Two-Door Car,Midsize
JP10227,California,12280.77,Yes,Premium,College,01-01-11,Employed,Healthy,M,88340,Suburban,Married,102,16,1,0,2,Corporate Auto,Corporate L2,Offer1,Branch,489.6,Two-Door Car,Midsize
OH15780,California,12280.77,Yes,Premium,College,01-01-11,Employed,Healthy,M,88340,Suburban,Married,102,16,1,0,2,Personal Auto,Personal L2,Offer1,Branch,489.6,Two-Door Car,Midsize
IB39821,Arizona,9011.13,No,Basic,Bachelor,01-01-11,Employed,Healthy,M,88708,Urban,Married,112,6,71,0,9,Personal Auto,Personal L2,Offer2,Agent,499.66,Sports Car,Small
PG27422,California,5904.85,No,Basic,Bachelor,01-01-11,Employed,Healthy,F,89953,Urban,Single,74,3,42,0,3,Corporate Auto,Corporate L3,Offer2,Web,274.17,Four-Door Car,Midsize
IB36843,California,5565.89,No,Basic,Master,01-01-11,Employed,Healthy,M,90607,Urban,Single,70,8,89,0,3,Personal Auto,Personal L2,Offer2,Web,311.51,Four-Door Car,Midsize
BW94308,Washington,20096.89,Yes,Basic,High School Or Below,01-01-11,Employed,Healthy,F,92766,Suburban,Married,71,17,15,0,2,Personal Auto,Personal L2,Offer2,Agent,379.03,Two-Door Car,Large
AY55759,California,20096.89,Yes,Basic,High School Or Below,01-01-11,Employed,Healthy,F,92766,Suburban,Married,71,17,15,0,2,Personal Auto,Personal L2,Offer2,Agent,379.03,Two-Door Car,Large
TG70775,California,20096.89,Yes,Basic,High School Or Below,01-01-11,Employed,Healthy,F,92766,Suburban,Married,71,17,15,0,2,Personal Auto,Personal L3,Offer2,Agent,379.03,Two-Door Car,Large
YK60829,Oregon,20096.89,Yes,Basic,High School Or Below,01-01-11,Employed,Healthy,F,92766,Suburban,Married,71,17,15,0,2,Corporate Auto,Corporate L1,Offer2,Agent,379.03,Two-Door Car,Large
TU67471,Washington,20096.89,Yes,Basic,High School Or Below,01-01-11,Employed,Healthy,F,92766,Suburban,Married,71,17,15,0,2,Personal Auto,Personal L2,Offer2,Agent,379.03,Two-Door Car,Large
NF60680,Arizona,20096.89,Yes,Basic,High School Or Below,01-01-11,Employed,Healthy,F,92766,Suburban,Married,71,17,15,0,2,Personal Auto,Personal L2,Offer2,Agent,379.03,Two-Door Car,Large
FV15346,Arizona,35444.31,No,Extended,College,01-01-11,Employed,Healthy,M,96853,Suburban,Divorced,98,34,68,0,2,Personal Auto,Personal L3,Offer1,Call Center,565.5,Two-Door Car,Midsize
UF44021,California,2108.49,No,Basic,Bachelor,02-01-11,Unemployed,Healthy,M,0,Suburban,Single,61,8,91,0,1,Personal Auto,Personal L2,Offer1,Agent,351.86,Two-Door Car,Midsize
GR42174,Oregon,2194.67,No,Basic,College,02-01-11,Unemployed,Healthy,M,0,Suburban,Single,62,11,48,0,1,Personal Auto,Personal L3,Offer4,Call Center,623.53,Four-Door Car,Midsize
HW62747,Oregon,2298.38,No,Basic,College,02-01-11,Unemployed,Healthy,M,0,Suburban,Married,63,19,9,0,1,Corporate Auto,Corporate L1,Offer2,Branch,302.4,Four-Door Car,Small
GV47847,California,4355.7,No,Basic,High School Or Below,02-01-11,Unemployed,Healthy,M,0,Suburban,Single,64,22,22,0,4,Personal Auto,Personal L2,Offer4,Branch,460.8,Two-Door Car,Midsize
PG20605,Arizona,9321.28,No,Basic,College,02-01-11,Unemployed,Healthy,M,0,Suburban,Single,64,26,99,0,2,Personal Auto,Personal L3,Offer3,Agent,572.52,Four-Door Car,Large
KF80571,Arizona,2258.79,No,Basic,High School Or Below,02-01-11,Unemployed,Healthy,M,0,Suburban,Single,65,8,47,0,1,Personal Auto,Personal L3,Offer3,Agent,625.48,Four-Door Car,Midsize
JV38934,Washington,2254.4,No,Basic,Bachelor,02-01-11,Unemployed,Healthy,F,0,Suburban,Single,65,3,95,1,1,Personal Auto,Personal L3,Offer1,Branch,768.8,Four-Door Car,Midsize
OC39051,California,6158.85,No,Basic,College,02-01-11,Unemployed,Healthy,M,0,Suburban,Single,67,20,29,2,2,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Midsize
SS59521,Oregon,4770.26,No,Basic,College,02-01-11,Unemployed,Healthy,F,0,Suburban,Married,68,2,28,1,4,Personal Auto,Personal L3,Offer3,Agent,326.4,Two-Door Car,Midsize
GI82355,Arizona,5152.82,No,Basic,Bachelor,02-01-11,Unemployed,Healthy,M,0,Suburban,Married,68,7,31,0,7,Corporate Auto,Corporate L1,Offer2,Web,326.4,Four-Door Car,Midsize
UE13511,Oregon,2563.58,No,Basic,High School Or Below,02-01-11,Unemployed,Healthy,F,0,Suburban,Married,69,11,60,0,1,Corporate Auto,Corporate L1,Offer1,Agent,331.2,Four-Door Car,Small
VV57998,California,2556.67,No,Basic,Bachelor,02-01-11,Unemployed,Healthy,M,0,Suburban,Single,71,17,22,0,1,Corporate Auto,Corporate L2,Offer1,Agent,340.8,Four-Door Car,Midsize
LD95617,California,4830.91,No,Basic,Bachelor,02-01-11,Unemployed,Healthy,M,0,Suburban,Divorced,72,3,64,0,3,Corporate Auto,Corporate L1,Offer3,Agent,345.6,Four-Door Car,Large
QG45324,Oregon,8204.86,No,Basic,High School Or Below,02-01-11,Unemployed,Healthy,F,0,Suburban,Married,73,9,14,0,2,Personal Auto,Personal L2,Offer1,Agent,350.4,Four-Door Car,Midsize
VQ38776,Oregon,5303.76,No,Extended,College,02-01-11,Unemployed,Healthy,F,0,Suburban,Single,76,18,63,0,3,Personal Auto,Personal L3,Offer2,Agent,395.34,Four-Door Car,Large
HG60406,California,2821.45,No,Extended,College,02-01-11,Unemployed,Healthy,M,0,Suburban,Single,81,21,78,0,1,Personal Auto,Personal L1,Offer3,Call Center,583.2,Four-Door Car,Midsize
YN10988,California,6314.6,No,Extended,High School Or Below,02-01-11,Unemployed,Healthy,M,0,Suburban,Married,87,15,46,0,6,Personal Auto,Personal L2,Offer2,Web,417.6,Four-Door Car,Midsize
XM11175,Arizona,5994.42,No,Extended,College,02-01-11,Unemployed,Healthy,M,0,Suburban,Single,91,26,89,0,6,Personal Auto,Personal L1,Offer1,Web,655.2,Four-Door Car,Small
VO26340,Nevada,6512.98,No,Extended,College,02-01-11,Unemployed,Healthy,M,0,Suburban,Single,93,30,70,0,6,Personal Auto,Personal L2,Offer3,Agent,669.6,Two-Door Car,Midsize
AJ69060,California,14260.91,No,Extended,College,02-01-11,Unemployed,Healthy,M,0,Rural,Married,99,2,30,0,2,Personal Auto,Personal L1,Offer4,Branch,204.12,Two-Door Car,Midsize
WT65970,California,7209.09,No,Extended,High School Or Below,02-01-11,Unemployed,Healthy,F,0,Suburban,Single,99,0,53,0,5,Personal Auto,Personal L2,Offer1,Agent,715.04,Four-Door Car,Midsize
SG46572,California,29830.39,No,Basic,High School Or Below,02-01-11,Unemployed,Healthy,F,0,Suburban,Divorced,102,10,85,0,2,Personal Auto,Personal L3,Offer2,Agent,489.6,Sports Car,Midsize
DO18118,Oregon,10996.71,No,Basic,High School Or Below,02-01-11,Unemployed,Healthy,F,0,Suburban,Single,104,29,73,0,2,Personal Auto,Personal L2,Offer3,Branch,748.8,SUV,Midsize
KT92231,Oregon,7706.03,No,Basic,Bachelor,02-01-11,Unemployed,Healthy,M,0,Suburban,Single,107,15,63,0,8,Personal Auto,Personal L1,Offer1,Agent,1267.71,Sports Car,Midsize
TJ11671,Oregon,4015.21,No,Premium,Bachelor,02-01-11,Unemployed,Healthy,F,0,Suburban,Married,109,35,75,0,1,Personal Auto,Personal L2,Offer1,Branch,523.2,Four-Door Car,Small
KY33386,Washington,8007.4,Yes,Basic,High School Or Below,02-01-11,Unemployed,Healthy,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Midsize
MW48891,Washington,8007.4,Yes,Basic,High School Or Below,02-01-11,Unemployed,Healthy,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Midsize
QJ65091,Arizona,8007.4,Yes,Basic,High School Or Below,02-01-11,Unemployed,Healthy,F,0,Suburban,Divorced,112,12,93,0,3,Corporate Auto,Corporate L1,Offer1,Web,537.6,Sports Car,Midsize
FW43809,Oregon,8007.4,Yes,Basic,High School Or Below,02-01-11,Unemployed,Healthy,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L2,Offer1,Web,537.6,Sports Car,Midsize
IA78643,Washington,8007.4,Yes,Basic,High School Or Below,02-01-11,Unemployed,Healthy,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Midsize
ID30085,Arizona,8007.4,Yes,Basic,High School Or Below,02-01-11,Unemployed,Healthy,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L2,Offer1,Web,537.6,Sports Car,Midsize
HA56889,Nevada,3884.86,No,Basic,Bachelor,02-01-11,Unemployed,Healthy,F,0,Suburban,Single,114,35,9,0,1,Personal Auto,Personal L3,Offer1,Agent,851.03,Sports Car,Small
OU88023,California,8460.81,No,Basic,High School Or Below,02-01-11,Unemployed,Healthy,F,0,Suburban,Single,115,13,43,0,4,Personal Auto,Personal L3,Offer1,Agent,552,SUV,Large
TS11219,California,12067.46,No,Basic,College,02-01-11,Unemployed,Healthy,M,0,Suburban,Single,116,14,35,0,2,Personal Auto,Personal L2,Offer1,Agent,1284.09,SUV,Midsize
PR41853,Arizona,4358.55,No,Basic,Bachelor,02-01-11,Unemployed,Healthy,F,0,Rural,Married,118,18,91,0,1,Corporate Auto,Corporate L2,Offer1,Agent,101.83,Sports Car,Midsize
SJ30138,California,4145.02,No,Basic,High School Or Below,02-01-11,Unemployed,Healthy,M,0,Suburban,Divorced,118,12,88,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,566.4,SUV,Midsize
QG61936,California,4516.81,No,Extended,Master,02-01-11,Unemployed,Healthy,M,0,Suburban,Married,124,29,9,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,595.2,SUV,Midsize
US82810,California,18269.54,No,Extended,Bachelor,02-01-11,Unemployed,Healthy,F,0,Suburban,Single,127,18,97,0,2,Corporate Auto,Corporate L3,Offer1,Agent,609.6,SUV,Midsize
PK35830,Oregon,12357.12,No,Basic,Bachelor,02-01-11,Unemployed,Healthy,M,0,Suburban,Single,182,4,34,0,5,Personal Auto,Personal L2,Offer1,Branch,1953.88,Luxury SUV,Midsize
HH55884,Arizona,3495.89,No,Extended,College,02-01-11,Disabled,Healthy,M,10275,Suburban,Single,97,10,8,0,1,Personal Auto,Personal L1,Offer1,Agent,465.6,Four-Door Car,Midsize
NL75739,Arizona,7590.05,No,Basic,High School Or Below,02-01-11,Disabled,Healthy,M,10375,Suburban,Married,66,10,95,0,2,Personal Auto,Personal L3,Offer1,Branch,316.8,Two-Door Car,Midsize
PO80505,Nevada,4223.27,No,Basic,College,02-01-11,Disabled,Healthy,F,14170,Suburban,Married,109,9,10,0,1,Personal Auto,Personal L3,Offer1,Agent,523.2,SUV,Midsize
SK79760,Washington,13755.54,No,Extended,Bachelor,02-01-11,Medical Leave,Unhealthy,M,15340,Suburban,Divorced,121,12,47,0,2,Corporate Auto,Corporate L2,Offer1,Branch,686.5,SUV,Midsize
CD86811,Arizona,4458.11,Yes,Basic,Bachelor,02-01-11,Retired,Healthy,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L1,Offer1,Agent,312,Four-Door Car,Midsize
TN79487,California,4458.11,Yes,Basic,Bachelor,02-01-11,Retired,Healthy,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L3,Offer1,Agent,312,Four-Door Car,Midsize
OB49075,Arizona,4458.11,Yes,Basic,Bachelor,02-01-11,Retired,Healthy,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L3,Offer1,Agent,312,Four-Door Car,Midsize
EM27919,California,4458.11,Yes,Basic,Bachelor,02-01-11,Retired,Healthy,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L3,Offer1,Agent,312,Four-Door Car,Midsize
PD66941,Arizona,4458.11,Yes,Basic,Bachelor,02-01-11,Retired,Healthy,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L3,Offer1,Agent,312,Four-Door Car,Midsize
IK64989,Washington,4458.11,Yes,Basic,Bachelor,02-01-11,Retired,Healthy,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L2,Offer1,Agent,312,Four-Door Car,Midsize
HF15113,Oregon,4883.55,No,Basic,Bachelor,02-01-11,Disabled,Healthy,F,19096,Suburban,Divorced,64,17,5,0,3,Personal Auto,Personal L3,Offer1,Web,374.9,Two-Door Car,Midsize
EC44438,Nevada,2467.62,No,Basic,Bachelor,02-01-11,Medical Leave,Unhealthy,F,19352,Suburban,Married,65,16,0,0,1,Personal Auto,Personal L3,Offer1,Branch,724.46,Four-Door Car,Small
GU60969,Arizona,2342.01,No,Basic,Bachelor,02-01-11,Retired,Healthy,M,19581,Suburban,Single,67,2,94,0,1,Corporate Auto,Corporate L2,Offer1,Agent,321.6,Four-Door Car,Large
VZ43707,Nevada,8763.45,No,Extended,High School Or Below,02-01-11,Disabled,Healthy,M,20132,Suburban,Divorced,86,5,61,3,2,Corporate Auto,Corporate L3,Offer1,Branch,412.8,Four-Door Car,Small
BJ26599,Oregon,4200.82,No,Basic,Bachelor,02-01-11,Retired,Healthy,M,20263,Suburban,Single,63,31,2,0,7,Personal Auto,Personal L3,Offer1,Agent,373.45,Four-Door Car,Small
UH32376,Nevada,4037.55,No,Premium,Bachelor,02-01-11,Medical Leave,Unhealthy,M,21586,Suburban,Married,106,6,5,0,1,Personal Auto,Personal L3,Offer1,Branch,1056.29,Two-Door Car,Small
CR40615,Arizona,3106.48,No,Extended,Bachelor,02-01-11,Disabled,Healthy,M,22076,Suburban,Single,85,30,53,0,1,Personal Auto,Personal L2,Offer1,Web,422.77,Four-Door Car,Midsize
PU95227,Washington,3362.41,No,Extended,Bachelor,02-01-11,Employed,Healthy,M,22853,Urban,Married,87,16,89,0,1,Personal Auto,Personal L1,Offer4,Agent,316.36,Four-Door Car,Midsize
HM41195,Arizona,5746.33,No,Extended,High School Or Below,02-01-11,Medical Leave,Unhealthy,M,22906,Suburban,Married,76,17,27,0,8,Personal Auto,Personal L3,Offer4,Branch,519.88,Four-Door Car,Large
XM45289,Oregon,5514.34,No,Basic,High School Or Below,02-01-11,Employed,Healthy,F,23218,Suburban,Single,71,7,10,0,4,Personal Auto,Personal L2,Offer4,Agent,447.79,Two-Door Car,Midsize
MZ89625,California,9263.18,No,Premium,Bachelor,02-01-11,Employed,Healthy,F,23377,Suburban,Married,116,15,19,0,3,Personal Auto,Personal L3,Offer2,Web,556.8,Four-Door Car,Midsize
UA84837,Arizona,8630.05,No,Premium,College,02-01-11,Employed,Healthy,M,24065,Suburban,Divorced,111,30,1,0,5,Corporate Auto,Corporate L2,Offer1,Branch,532.8,Four-Door Car,Midsize
ED44765,Oregon,7367.65,No,Basic,High School Or Below,02-01-11,Employed,Healthy,F,25318,Suburban,Married,63,4,8,2,2,Personal Auto,Personal L2,Offer2,Call Center,302.4,Four-Door Car,Small
YP16210,California,5878.45,No,Basic,College,02-01-11,Employed,Healthy,F,25398,Suburban,Married,74,23,2,0,3,Personal Auto,Personal L3,Offer4,Branch,465.92,Four-Door Car,Large
CJ63667,Oregon,31803.31,No,Basic,Master,02-01-11,Disabled,Healthy,F,25663,Suburban,Married,114,20,89,0,2,Corporate Auto,Corporate L3,Offer2,Branch,663.13,Sports Car,Midsize
CQ76030,Oregon,6974.92,No,Extended,High School Or Below,02-01-11,Disabled,Healthy,M,26514,Suburban,Married,91,16,58,0,3,Personal Auto,Personal L3,Offer2,Agent,655.2,Four-Door Car,Small
CK35310,Nevada,2839.57,No,Basic,High School Or Below,02-01-11,Employed,Healthy,F,27083,Suburban,Divorced,73,15,58,1,1,Personal Auto,Personal L1,Offer2,Web,525.6,Four-Door Car,Small
FI75266,Oregon,7891.58,No,Basic,Bachelor,02-01-11,Employed,Healthy,M,28422,Suburban,Married,68,5,63,1,2,Corporate Auto,Corporate L1,Offer3,Agent,453.91,Four-Door Car,Large
RC11491,Oregon,10390.67,No,Extended,College,02-01-11,Employed,Healthy,F,28948,Rural,Married,131,7,57,0,3,Corporate Auto,Corporate L3,Offer1,Call Center,295.83,SUV,Midsize
AO77635,California,4005.72,No,Basic,College,02-01-11,Employed,Healthy,F,28987,Rural,Married,102,8,98,0,1,Personal Auto,Personal L2,Offer3,Branch,245.69,SUV,Midsize
BH43379,Oregon,3147.97,No,Extended,Bachelor,02-01-11,Employed,Healthy,F,29698,Urban,Divorced,83,17,89,2,1,Personal Auto,Personal L3,Offer3,Branch,215.88,Four-Door Car,Large
YA71207,California,8708.28,No,Basic,High School Or Below,02-01-11,Employed,Healthy,F,30090,Urban,Married,73,10,3,0,2,Corporate Auto,Corporate L3,Offer2,Web,329.52,Two-Door Car,Large
DU68331,Oregon,7316.65,No,Basic,College,02-01-11,Employed,Healthy,F,30493,Rural,Married,62,15,56,1,2,Personal Auto,Personal L3,Offer1,Branch,108.09,Two-Door Car,Midsize
JM67025,Nevada,5230.09,No,Basic,High School Or Below,02-01-11,Employed,Healthy,M,32630,Urban,Married,66,26,40,0,3,Personal Auto,Personal L2,Offer1,Call Center,202.96,Four-Door Car,Midsize
NX52648,California,3801.75,No,Extended,High School Or Below,02-01-11,Employed,Healthy,F,33043,Suburban,Married,95,15,90,0,1,Personal Auto,Personal L3,Offer1,Branch,456,Two-Door Car,Midsize
YH61661,California,8260.64,No,Basic,High School Or Below,02-01-11,Employed,Healthy,M,33321,Suburban,Married,105,6,2,0,3,Special Auto,Special L1,Offer2,Branch,504,SUV,Midsize
YA80645,Oregon,2899.32,No,Basic,High School Or Below,02-01-11,Employed,Healthy,F,33738,Urban,Divorced,74,6,50,1,1,Corporate Auto,Corporate L1,Offer2,Agent,304.39,Four-Door Car,Midsize
LE85123,Oregon,19237.77,No,Basic,Bachelor,02-01-11,Employed,Healthy,M,35624,Urban,Single,66,6,55,2,2,Personal Auto,Personal L1,Offer1,Call Center,227.45,Four-Door Car,Midsize
YB70005,Oregon,9767.94,No,Extended,College,02-01-11,Employed,Healthy,M,36225,Rural,Married,123,7,84,0,8,Special Auto,Special L2,Offer1,Branch,221.05,SUV,Large
MQ46375,Oregon,15320.22,No,Basic,Bachelor,02-01-11,Employed,Healthy,M,36637,Suburban,Married,192,28,52,0,3,Corporate Auto,Corporate L2,Offer4,Branch,921.6,Luxury Car,Midsize
TN61016,California,8742.47,No,Basic,High School Or Below,02-01-11,Employed,Healthy,F,37224,Suburban,Divorced,74,8,23,0,2,Personal Auto,Personal L2,Offer3,Agent,355.2,Four-Door Car,Small
FW35631,Oregon,4864.53,No,Extended,Bachelor,02-01-11,Employed,Healthy,M,37406,Suburban,Married,122,23,38,1,1,Corporate Auto,Corporate L3,Offer3,Call Center,1134.96,SUV,Small
DS46955,California,2919.71,No,Basic,Master,02-01-11,Employed,Healthy,F,41456,Urban,Married,73,11,19,0,1,Personal Auto,Personal L2,Offer4,Branch,257.38,Four-Door Car,Midsize
IG68709,Oregon,3498.63,No,Extended,High School Or Below,02-01-11,Employed,Healthy,F,41711,Urban,Single,90,3,89,0,1,Personal Auto,Personal L2,Offer1,Agent,351.29,Four-Door Car,Midsize
IL83479,Oregon,3483.63,No,Extended,College,02-01-11,Employed,Healthy,F,42983,Suburban,Married,86,28,18,0,1,Personal Auto,Personal L3,Offer3,Call Center,412.8,Four-Door Car,Midsize
MZ84108,Arizona,9853.77,No,Extended,Bachelor,02-01-11,Employed,Healthy,M,44006,Urban,Single,130,18,26,0,4,Personal Auto,Personal L3,Offer1,Branch,494.66,Sports Car,Midsize
TT63451,California,20925.9,No,Basic,High School Or Below,02-01-11,Employed,Healthy,F,44342,Suburban,Married,74,24,60,0,2,Personal Auto,Personal L3,Offer4,Branch,355.2,Four-Door Car,Midsize
EW27959,California,7583.14,No,Basic,Bachelor,02-01-11,Employed,Healthy,F,44667,Urban,Single,65,25,53,0,2,Personal Auto,Personal L2,Offer1,Web,245.66,Four-Door Car,Midsize
SQ70457,Oregon,23331.83,No,Basic,Bachelor,02-01-11,Employed,Healthy,M,44719,Suburban,Single,66,6,55,0,2,Personal Auto,Personal L2,Offer2,Branch,316.8,Four-Door Car,Midsize
AY18433,Washington,27382.82,No,Extended,High School Or Below,02-01-11,Employed,Healthy,F,45473,Rural,Married,76,10,29,0,2,Special Auto,Special L2,Offer4,Branch,188.94,Two-Door Car,Midsize
XR75319,Arizona,4786.89,No,Basic,College,02-01-11,Employed,Healthy,M,45515,Urban,Married,61,14,33,0,9,Personal Auto,Personal L3,Offer2,Call Center,236.91,Two-Door Car,Large
BB11622,Nevada,10552.17,No,Extended,Master,02-01-11,Employed,Healthy,M,47761,Rural,Married,131,2,54,0,6,Personal Auto,Personal L3,Offer1,Agent,232.71,SUV,Small
GB59748,Arizona,6207.17,No,Extended,College,02-01-11,Employed,Healthy,F,49419,Urban,Married,77,3,34,0,4,Personal Auto,Personal L2,Offer2,Web,203.3,Four-Door Car,Midsize
IX55883,California,19480.5,No,Extended,College,02-01-11,Employed,Healthy,F,50809,Urban,Single,83,29,58,0,2,Personal Auto,Personal L1,Offer1,Branch,290.38,Four-Door Car,Midsize
RW61528,Nevada,13916.93,No,Premium,College,02-01-11,Employed,Healthy,F,52423,Suburban,Single,119,2,80,1,2,Corporate Auto,Corporate L1,Offer1,Web,571.2,Four-Door Car,Midsize
PW51793,Oregon,7325.89,No,Extended,Bachelor,02-01-11,Employed,Healthy,M,52920,Suburban,Divorced,93,18,95,0,3,Personal Auto,Personal L2,Offer1,Branch,1101.05,Four-Door Car,Small
GM88979,Oregon,4746.76,No,Premium,College,02-01-11,Employed,Healthy,F,54050,Suburban,Married,119,5,15,0,1,Personal Auto,Personal L2,Offer3,Call Center,571.2,Two-Door Car,Large
UI73924,Oregon,2469.57,No,Basic,Bachelor,02-01-11,Employed,Healthy,F,55257,Urban,Married,64,0,77,3,1,Personal Auto,Personal L3,Offer3,Agent,209.6,Two-Door Car,Midsize
GR32910,California,5174.69,No,Basic,College,02-01-11,Employed,Healthy,F,55290,Rural,Married,65,26,33,0,4,Personal Auto,Personal L3,Offer2,Branch,13.87,Four-Door Car,Midsize
XN25550,Oregon,5345.2,No,Extended,College,02-01-11,Employed,Healthy,M,55571,Suburban,Married,135,4,46,0,1,Personal Auto,Personal L2,Offer4,Agent,904.81,SUV,Midsize
RT64920,Oregon,5875.04,No,Basic,Master,02-01-11,Employed,Healthy,M,55836,Urban,Married,73,8,87,0,7,Personal Auto,Personal L3,Offer1,Web,314.94,Four-Door Car,Midsize
WE88728,Arizona,6670.85,No,Premium,High School Or Below,02-01-11,Employed,Healthy,F,56531,Suburban,Married,170,34,24,3,1,Corporate Auto,Corporate L3,Offer2,Web,816,SUV,Midsize
RZ50353,California,6243.14,No,Extended,High School Or Below,02-01-11,Employed,Healthy,M,57734,Suburban,Divorced,78,2,64,0,3,Personal Auto,Personal L2,Offer4,Web,374.4,Four-Door Car,Midsize
KL27226,California,6412.37,No,Extended,Bachelor,02-01-11,Employed,Healthy,M,58776,Suburban,Divorced,83,20,50,2,4,Personal Auto,Personal L3,Offer3,Branch,478.75,Four-Door Car,Midsize
ZK58906,California,16589.71,No,Premium,Bachelor,02-01-11,Employed,Healthy,M,59414,Rural,Married,140,34,56,0,2,Personal Auto,Personal L3,Offer1,Call Center,65.02,SUV,Midsize
